id	Username	Text	Date	Retweets	Favorites	Mentions	Hashtags	Geo	Permalink	True Positive	False Positive	isClean
1.23716827221196E+017	LORDJAMES66	 tenderdentist jobs death caused respiratory arrest cancer http owly yqkvd lol	10/11/2011	0	0	@TenderDentist			https://twitter.com/LORDJAMES66/status/123716827221196800	1	0	1
3.80064668888227E+017	joshwt33	 anoonan power prayer incredible grandma cancer free nothingbutsmiles 	9/17/2013	0	0	@anoonan23	#nothingbutsmiles		https://twitter.com/joshwt33/status/380064668888227840	1	0	1
1.30443996047646E+016	topix_nc	 whats store pajama party aids cancer charity httpbitlygwdu s carolinabeach northcarolina	12/9/2010	0	0		#CarolinaBeach #NorthCarolina		https://twitter.com/topix_nc/status/13044399604764672	1	0	1
2.94830248577622E+017	votanoel2020	 maana voy un torneo de softball entre aseguradoras para recaudar fondos para operacion de mariana diagnosticada con cancer jayfonsecapr	1/25/2013	4	1	@jayfonsecapr			https://twitter.com/votanoel2020/status/294830248577622016	1	0	1
5.49040952594411E+017	Supercrazym2	 nets fucking trash billy waiting trade scrubs cancer nets	12/27/2014	0	0				https://twitter.com/Supercrazym2/status/549040952594411520	0	1	-1
5.38846260963586E+017	OBT8	 muschamp gets blamed cancer gators	11/29/2014	0	0		#Gators		https://twitter.com/OBT8/status/538846260963586049	1	0	1
2.71421496503721E+017	ohsoREALajanti_	 im cancer lol like its sickeninglol	11/21/2012	0	0				https://twitter.com/ohsoREALajanti_/status/271421496503721984	0	1	-1
4.41989676346658E+017	joshstoffregen	 im love incredible life finding im passionate work again cancer made stronger better ready him	3/7/2014	0	1				https://twitter.com/joshstoffregen/status/441989676346658816	1	0	1
4.66881901517484E+017	Chicago_CP	 cancer treatment centers sues founders wife sensitive documents cancer treatment centers america is http dlvrit gcc s	5/15/2014	0	0				https://twitter.com/Chicago_CP/status/466881901517484032	1	0	1
4.62103199579508E+017	JimDalrympleII	 disgraced clippers owner donald sterling cancer http cbslocal kujlwi	5/2/2014	0	0				https://twitter.com/JimDalrympleII/status/462103199579508736	1	0	1
4.95571764014247E+017	Kelly23Kay	 dream strunkymonkey cancer	8/2/2014	0	0	@StrunkyMonkey			https://twitter.com/Kelly23Kay/status/495571764014247936	1	0	1
3.09122092740272E+017	linz_coffman	 gregjennings get rt rfloftheuofm we relay life month univ memphis cancer fightback	3/5/2013	0	0	@GregJennings @RFLofTheUofM @Univ	#cancer #fightback		https://twitter.com/linz_coffman/status/309122092740272128	1	0	1
2.66328871601836E+017	malphursgroup	 consumerism cancer missional community jenhatmaker rn 	11/7/2012	0	0	@JenHatmaker	#RN12		https://twitter.com/malphursgroup/status/266328871601836032	0	1	-1
1.01236696057778E+017	JobsDirectUSA	 austin jobs data entry specialist american cancer society austin tx httpbitlyf tpgx	8/10/2011	0	0		#austin #jobs		https://twitter.com/JobsDirectUSA/status/101236696057778176	0	1	-1
4.67075041797349E+017	MarilynRussell	 fav event bellevue year cancer survivors thanx cancercenter congrats dawn celebratelife pictwittercomvp cmoctxu	5/15/2014	0	1	@Bellevue @CancerCenter	#CelebrateLife		https://twitter.com/MarilynRussell/status/467075041797349377	1	0	1
2.64413162504343E+017	danibrewer7	 well actually putting show fathers prostate cancer make depressed things say glee smh	11/2/2012	0	1		#Smh		https://twitter.com/danibrewer7/status/264413162504343553	1	0	1
3.89037145639641E+017	Janeb_Soapfan	 shauniebeegee dying sister cancer complain love want good be thats all im happy	10/12/2013	0	0	@ShaunieBeeGee			https://twitter.com/Janeb_Soapfan/status/389037145639641088	1	0	1
5.4303061224928E+017	PresCancerPanel	 excited kick chealth cancer today boston follow share ideas connectedhealth cancer pictwittercomf uedyukbq	12/11/2014	0	1		#cHealth4Cancer #connectedhealth #cancer		https://twitter.com/PresCancerPanel/status/543030612249280513	1	0	1
2.87172787913781E+017	kazemotto	 loubritton_ green tea sugar prevents cancer taste good aint good ya pussy	1/4/2013	0	0	@LouBritton_			https://twitter.com/kazemotto/status/287172787913781249	1	0	1
3.83637808868753E+017	JudithWord	 im srhs regional cancer center ocean springs ms pic http sqcom bdlgxz	9/27/2013	0	0				https://twitter.com/JudithWord/status/383637808868753408	0	1	-1
4.60946367465025E+017	YeaThatsJess	 yall talking cancer tho	4/28/2014	0	0				https://twitter.com/YeaThatsJess/status/460946367465025536	1	0	1
3.56091050391113E+017	IndianapolisCP	 little red doors big red bash fox well represented little red door cancer agencys big red bash http dlvrit fr w 	7/13/2013	0	0				https://twitter.com/IndianapolisCP/status/356091050391113729	1	0	1
4.91040769411538E+017	JakeMachen	 lifeguarding great job want get skin cancer waiting someone drown	7/20/2014	3	10				https://twitter.com/JakeMachen/status/491040769411538945	0	1	-1
3.4888299088302E+017	_LexyIfYouNasty	 cancerareus cancer women needs men accept strange mood swings without explanation	6/23/2013	0	0	@CancerAreUs	#Cancer		https://twitter.com/_LexyIfYouNasty/status/348882990883020800	0	1	-1
4.41687918399488E+017	Hazel_Cari	 xstrology make wish near cancer trusts bet theyll try hardest make happenrmft fact	3/6/2014	0	0	@XSTROLOGY	#Cancer #FACT		https://twitter.com/Hazel_Cari/status/441687918399488001	0	1	-1
4.97012784799186E+017	JelissaAFA	 cannabis cures cancer	8/6/2014	0	0				https://twitter.com/JelissaAFA/status/497012784799186945	1	0	1
4.40188298036641E+017	__trvl	 cancer _hc cancer loves food sign zodiac	3/2/2014	0	0	@Cancer	#Cancer		https://twitter.com/__trvl/status/440188298036641792	0	1	-1
28959837948	3051	 local resident raises money breast cancer httpbitlyarxm i via httpoutsidein 	10/28/2010	0	0				https://twitter.com/03051/status/28959837948	1	0	1
4.80025690574565E+017	Gmezg	 sad heart goes children cancer cancersucks fuckcancer think pictwittercomrrbgjr te 	6/20/2014	0	0		#cancersucks #fuckcancer #think		https://twitter.com/Gmezg/status/480025690574565376	1	0	1
2.29081665224441E+017	howuworkdis	 rt cancer friendthatyou youre something stupid its motherly nature look you mz_rid uuuu	7/28/2012	0	0	@mz_rid06	#Cancer		https://twitter.com/howuworkdis/status/229081665224441856	0	1	-1
2.05450629664079E+017	JodiTyra	 radeke jacobcurtis i basically look good haha besides tanning naturally reduces risk skin cancer 	5/23/2012	0	0	@Radeke11 @jacobcurtis10			https://twitter.com/JodiTyra/status/205450629664079872	1	0	1
4.26387753056886E+017	Dimaggio1M	 katyperry yr old cancer patient absolutely adores you stays us watches ur part dvd religiously	1/23/2014	0	0	@katyperry			https://twitter.com/Dimaggio1M/status/426387753056886784	1	0	1
1.31833228712624E+017	AlexWehrley	 happy movember yall grow moustache fellas raise awareness prostate cancer send pics	11/2/2011	0	0		#Movember		https://twitter.com/AlexWehrley/status/131833228712624128	1	0	1
7.64489959831142E+016	11797	 li cancer survivor meets bone marrow donor httpbitlylxp te via httpoutsidein 	6/2/2011	0	0				https://twitter.com/11797/status/76448995983114240	1	0	1
2.03901536584212E+017	SaulMakeEmDrool	 getting smacked tonight come fuck wit nd bros nd everybody else official officially cancer free	5/19/2012	0	0				https://twitter.com/SaulMakeEmDrool/status/203901536584212481	0	1	-1
4.70652607350841E+017	YASSITSNALLELY	 lruzsa hey please tweet pleaseprayforeden help little girl named eden cancer meet idol justin bieber	5/25/2014	0	0	@LRuzsa	#PleasePrayForEden		https://twitter.com/YASSITSNALLELY/status/470652607350841345	1	0	1
8.29160205028024E+016	madaboutmaddy	 watched video skin cancer really freaked insidei pretty bad sunburn right now shit	6/20/2011	0	0		#shit		https://twitter.com/madaboutmaddy/status/82916020502802432	1	0	1
4.8942315198652E+017	irapthor	 espn_colin thank telling clay treskas story marine survived terminal cancer inspiring nevergiveup	7/16/2014	0	0	@ESPN_Colin	#inspiring #NeverGiveUp		https://twitter.com/irapthor/status/489423151986520065	0	1	-1
3.45195498564628E+017	cancerous_dawn	 time take time maybe go beach gets nice	6/13/2013	0	0				https://twitter.com/cancerous_dawn/status/345195498564628482	0	1	-1
3.90706619824476E+017	LaurenWilson8	 m mmasboiibru haha happy face need start sending pictures lip cancer again	10/17/2013	0	1	@M0MMasboiibru			https://twitter.com/LaurenWilson8/status/390706619824476161	1	0	1
3.91696019655639E+017	_SAMBLVCK	 lls society walk tonight dc lets cure cancer pictwittercomksln p bn 	10/19/2013	0	0				https://twitter.com/_SAMBLVCK/status/391696019655639040	1	0	1
4.35134844582916E+017	HaleyWest15	 remember disney games one year ashley tisdale gave sob story short cancer short	2/16/2014	0	1				https://twitter.com/HaleyWest15/status/435134844582916097	0	1	-1
3.90039056232759E+017	Dear_DiamondsD	 cancerfollowers cancer dont fear love fear falling love wrong person	10/15/2013	0	0	@CancerFollowers	#Cancer		https://twitter.com/Dear_DiamondsD/status/390039056232759296	0	1	-1
4.29392779555647E+017	addicted2youth	 xstrology soft side cancer s sweet beautiful hard side cancer s fing jerk sound right	1/31/2014	0	0	@XSTROLOGY	#Cancer #Cancer		https://twitter.com/addicted2youth/status/429392779555647488	0	1	-1
2.67784057256017E+017	lil_denise424	 seiricorral haha im true cancer haha	11/11/2012	0	0	@seiricorral	#cancer		https://twitter.com/lil_denise424/status/267784057256017921	0	1	-1
5.12951367661793E+017	jacoballan18	 its breast cancer day boys aware breast	9/19/2014	0	4				https://twitter.com/jacoballan18/status/512951367661793280	1	0	1
1.37576682537226E+017	_heartbreakTAT	 rt xstrology cancer quiet caring get mad wont even recognize them	11/18/2011	0	0	@XSTROLOGY	#Cancer		https://twitter.com/_heartbreakTAT/status/137576682537226242	0	1	-1
2902862824734720	75225	 park cities going green mom fighting cancer httpbitlyducoaq via httpoutsidein 	11/11/2010	0	0				https://twitter.com/75225/status/2902862824734720	1	0	1
2.59746782173618E+017	MyChicagoASS	 cancerareus single cancer works better devote job focus more	10/20/2012	0	0	@CancerAreUs			https://twitter.com/MyChicagoASS/status/259746782173618176	0	1	-1
1.29634871491575E+017	officialteamsy	 khloekardashian check sons blog battling rare childhood cancer systoryblogspotcom	10/27/2011	1	0	@KhloeKardashian			https://twitter.com/officialteamsy/status/129634871491575808	1	0	1
7.33837073602437E+016	JobsDirectUSA	 prjobs public relations specialist cancer treatment centers america goodyear az httpbitlyf vfk 	5/25/2011	0	0		#prjobs		https://twitter.com/JobsDirectUSA/status/73383707360243712	0	1	-1
3.87016534079442E+017	iPersevere2	 got bracelet work ordered breast cancer awareness debit card suppprtthecause	10/6/2013	0	0		#SuppprtTheCause		https://twitter.com/iPersevere2/status/387016534079442945	1	0	1
5.25823806636843E+017	annnnzz	 stand cancer moment actually really amazing fuckcancer	10/24/2014	1	2		#fuckcancer		https://twitter.com/annnnzz/status/525823806636843008	1	0	1
13050983886	SherryPayne	 fight cancer participating relay life visit httpwwwcancerorg find local relay information httpwwwcancerorg	4/29/2010	0	0				https://twitter.com/SherryPayne/status/13050983886	1	0	1
2.23183713926774E+017	DarlaKaye71	 sethanikeem cousin kidney spinal cancer chemo takes pill form doesnt make sick maybe ryan check it	7/11/2012	0	0	@sethanikeem			https://twitter.com/DarlaKaye71/status/223183713926774786	1	0	1
2.62057907896594E+017	bizmarkers_	 cancerous 	10/27/2012	0	0				https://twitter.com/bizmarkers_/status/262057907896594432	1	0	1
3.16336784457998E+017	gurlytwinz	 please retweet show support year old cousin cancer free	3/25/2013	0	0				https://twitter.com/gurlytwinz/status/316336784457998336	0	1	-1
2.59639810778595E+017	bellanutbutters	 its unbelievable times life turn upside down nolahipmama diagnosed cancer yr old were	10/20/2012	0	0		#nolahipmama		https://twitter.com/bellanutbutters/status/259639810778595329	1	0	1
4.32950720040415E+017	ShelbyRobb	 cancer taken way many lives people mean lot fcancer	2/10/2014	1	12		#fcancer		https://twitter.com/ShelbyRobb/status/432950720040415232	1	0	1
18682975297	78227	 cancer survivors savor special summer camp httpbitlyc flos via httpoutsidein 	7/16/2010	0	0				https://twitter.com/78227/status/18682975297	1	0	1
4.43058550986661E+017	Cam_Mackenzi	 fighting cancer morning amazing mom keep prayers start chemo pictwittercomheljv rvk	3/10/2014	0	40				https://twitter.com/Cam_Mackenzi/status/443058550986661888	1	0	1
5.1477661961841E+017	uscaspecialist	 eon_health insightful one considers impact cancer treatment posed side effects survival rate impact choice	9/24/2014	0	0	@EON_Health			https://twitter.com/uscaspecialist/status/514776619618410496	1	0	1
3.37208093685452E+017	B_Kapri	 xstrology cancer loves love	5/22/2013	0	0	@XSTROLOGY	#Cancer		https://twitter.com/B_Kapri/status/337208093685452800	0	1	-1
2.93578287022743E+017	machinegunlacey	 shes mad lied name picture yet lied transgender cancer 	1/21/2013	4	2				https://twitter.com/machinegunlacey/status/293578287022743552	1	0	1
3.57971956819177E+017	fimratchet	 bigcat_ dream got cancer told gonna loose arms legs 	7/18/2013	0	0	@BigCat_412			https://twitter.com/fimratchet/status/357971956819177472	1	0	1
1.52768290425548E+017	OrangeGoKoolaid	 ughhhhh cancer come affect ones love	12/30/2011	0	0				https://twitter.com/OrangeGoKoolaid/status/152768290425548800	1	0	1
5.27900058759348E+017	destinydrizzy	 today bestfriend lost tia breast cancer im sorry love know im always be love	10/30/2014	0	1				https://twitter.com/destinydrizzy/status/527900058759348224	1	0	1
1.55469849454182E+016	yelirekim	 broad accusations issue polarization cancer stop it	12/16/2010	0	0				https://twitter.com/yelirekim/status/15546984945418242	0	1	-1
4.51745044811108E+017	christeran212	 another day watching people kicking cancer butt	4/3/2014	0	0				https://twitter.com/christeran212/status/451745044811108352	1	0	1
4.09368588534157E+017	_melibabyxo	 xstrology cancer s devoted partners yes am	12/7/2013	0	0	@XSTROLOGY	#Cancer		https://twitter.com/_melibabyxo/status/409368588534157312	0	1	-1
4.8705075952393E+017	whatwereuborn4	 lancearmstrong would give nuts cancer one time u hero cancersucks pictwittercomes cmbiuk 	7/9/2014	0	0		#lancearmstrong #cancersucks		https://twitter.com/whatwereuborn4/status/487050759523930112	1	0	1
3.72447917279162E+017	LSMiThMaNe	 ill die wit prostate cancer	8/27/2013	0	0				https://twitter.com/LSMiThMaNe/status/372447917279162368	1	0	1
3.53245013313994E+017	ClASSY_NAEE	 tell pops bout smoking cigarettes _ wont listen cancer sticks 	7/5/2013	0	0				https://twitter.com/ClASSY_NAEE/status/353245013313994752	0	1	-1
4.25284827957321E+017	tstreet	 aconundrummovie raised fight cancer horror merch far see httpwww quiteaconundrumcomswag pictwittercomilylldbjk 	1/20/2014	1	2	@AConundrumMovie	#fight #cancer #horror		https://twitter.com/tstreet/status/425284827957321728	1	0	1
4.88442780507586E+017	TFH721	 feesh thanks its surprising thought would time cancer unknown im glad didnt suffer	7/13/2014	0	1	@Feesh35			https://twitter.com/TFH721/status/488442780507586561	1	0	1
2.45194968044556E+017	kpassarelli	 perfect weather nyc wasnt developing lung cancer smokers surround baruch	9/10/2012	0	0				https://twitter.com/kpassarelli/status/245194968044556288	1	0	1
4.00300332724789E+017	charitykweston	 ive trying protect skin cancer cant handle pale anymore see visit tan near future	11/12/2013	0	0				https://twitter.com/charitykweston/status/400300332724789248	0	1	-1
4.42823531957452E+017	katielarsen44	 proud herofoundation helping michigan families cancer follow us learn help too beatcancer	3/9/2014	4	2	@herofoundation	#beatcancer		https://twitter.com/katielarsen44/status/442823531957452800	1	0	1
3.60467787493277E+017	JobsDirectUSA	 it jobs intern information technology american cancer society atlanta ga http bitlyey p s	7/25/2013	0	0		#it #jobs		https://twitter.com/JobsDirectUSA/status/360467787493277696	0	1	-1
2.51932819901644E+016	BurkeTweet	 view office constant reminder battle cancer worth fighting pelotonia come httpcamplussqx	1/12/2011	0	0	@pelotonia	#cancer		https://twitter.com/BurkeTweet/status/25193281990164480	1	0	1
3.04108673335193E+017	ali_odom	 mentionsomeoneyourethankfulfor surgeon helped put little sisters cancer remission forever grateful	2/20/2013	0	0		#MentionSomeoneYoureThankfulFor		https://twitter.com/ali_odom/status/304108673335193600	1	0	1
6.10805577439068E+016	GlushhBroSmokey	 see one girl bald head doesnt cancer swear gettin smoovest smack back nugget wtf	4/21/2011	0	0		#WTF		https://twitter.com/GlushhBroSmokey/status/61080557743906817	0	1	-1
3.49713594021191E+017	ThePamLackey	 itscgonzalez prayers speedy recovery cancer suck	6/25/2013	0	0	@itscgonzalez			https://twitter.com/ThePamLackey/status/349713594021191680	1	0	1
2.58012973765906E+017	AustinZolanski	 putoprince cancer cathy	10/15/2012	0	0	@putoprince			https://twitter.com/AustinZolanski/status/258012973765906436	1	0	1
5.23454478368792E+017	Schlappa_bitch	 see penn state canners today please donate every penny counts beat pediatric cancer beatcancer gostate thon ftk	10/18/2014	4	3		#BeatCancer #GoState #THON2015 #FTK		https://twitter.com/Schlappa_bitch/status/523454478368792576	1	0	1
1.9956402452917E+017	TJordan_xXx	 im cancer im nice chilled	5/7/2012	1	0		#Cancer		https://twitter.com/TJordan_xXx/status/199564024529170432	0	1	-1
3.24255175223152E+017	Laid_Thomas	 im cedar valley cancer center waterloo ia http sqcom xjme	4/16/2013	0	0				https://twitter.com/Laid_Thomas/status/324255175223152640	0	1	-1
2.67790248459784E+017	pennysgurl01	 cancer drop matter seconds find someone else better you waste time games	11/11/2012	0	0		#Cancer		https://twitter.com/pennysgurl01/status/267790248459784192	0	1	-1
4.66774508981207E+017	One_In_Million7	 dwight look like aids cancer patient	5/14/2014	0	0				https://twitter.com/One_In_Million7/status/466774508981207040	0	1	-1
4.93653090667491E+017	dayanaaleyva16	 hardwell mom get surgery cancer found kidney didnt know edm heard you pandora	7/28/2014	0	1	@HARDWELL			https://twitter.com/dayanaaleyva16/status/493653090667491328	1	0	1
3.53493311153123E+017	iLally_Star	 cancerareus cancer s pokemon theyd camouflaging crab	7/6/2013	0	0	@CancerAreUs			https://twitter.com/iLally_Star/status/353493311153123328	0	1	-1
4.609437458702E+017	BrieeBastante	 lost respect sundae tell knowing cancer	4/28/2014	2	1				https://twitter.com/BrieeBastante/status/460943745870200832	1	0	1
4.5546351942975E+017	zeestinson_	 tinyambition__ cant make decent score could u possibly come cure cancer low incomeintelligencescholarship	4/13/2014	0	0	@tinyambition__			https://twitter.com/zeestinson_/status/455463519429750784	0	1	-1
5.1175735898565E+017	Blackkout__	 yesterday news reporter illinois went air announced cancer back months live	9/16/2014	0	0				https://twitter.com/Blackkout__/status/511757358985650176	1	0	1
5.41058080411488E+017	allygirl_414	 slipknot stratihov really wanted see couldnt ive seen times going chemo breast cancer 	12/5/2014	0	0	@slipknot @stratihov			https://twitter.com/allygirl_414/status/541058080411488256	1	0	1
1.31165569876627E+017	meremischief	 realdrhouse found cancer liver extremely swollen pain	10/31/2011	0	0	@realdrhouse			https://twitter.com/meremischief/status/131165569876627457	1	0	1
