id	Username	Text	Date	Retweets	Favorites	Mentions	Hashtags	Geo	Permalink	True Positive	False Positive	isClean
3.90506847356325E+017	Brittney_malin	I literally hate having asthma ...	10/16/2013	0	0				https://twitter.com/Brittney_malin/status/390506847356325889	1	0	1
3.77257747865407E+017	_asma1121	@mishelyXo @Ayeitskirstiie ASTHMA	9/9/2013	0	0	@mishelyXo @Ayeitskirstiie			https://twitter.com/_asma1121/status/377257747865407488	1	0	1
4.34426369192509E+017	stephenstephan	Here (@Allergy & Asthma Specialists of Jacksonville) http:// 4sq.com/1lPm36C	2/14/2014	0	0	@Allergy			https://twitter.com/stephenstephan/status/434426369192509441	0	1	-1
4.43938660376129E+017	CourtLickem	â€œ @macweinerzz : I want another cat. I miss Kevin. â€ that's asking for me to go into cardiac arrest.. do you want me to have a asthma attack	3/12/2014	0	0	@macweinerzz			https://twitter.com/CourtLickem/status/443938660376129536	1	0	1
2.86089312800489E+017	MuhKayTitz	I feel like I can't breathe.. asthma bronchitis and allergies at the same time.	1/1/2013	0	0				https://twitter.com/MuhKayTitz/status/286089312800489472	1	0	1
22904140696	topix_ct	Yale Researchers Identify Genes Associated with Asthma - http://bit.ly/bXnJXb #NewHaven #Connecticut	9/3/2010	0	0		#NewHaven #Connecticut		https://twitter.com/topix_ct/status/22904140696	1	0	1
4.8171686340395E+017	__HeadHoncho_	 @Jaylaaaa___ : Chase after you? Nah, my nigga I got asthma .	6/25/2014	1	1	@Jaylaaaa___			https://twitter.com/__HeadHoncho_/status/481716863403950080	0	1	-1
2.68091097559994E+017	Hoodbelle	I'm at Frederick Allergy & Asthma (Frederick, MD) http:// 4sq.com/QBYXod	11/12/2012	0	0				https://twitter.com/Hoodbelle/status/268091097559994368	0	1	-1
4.05397342465302E+017	Erik_Aldrich	I hate the cold. Ive gone through way too much albuterol for my asthma so my heart is just racing constantly.	11/26/2013	0	0				https://twitter.com/Erik_Aldrich/status/405397342465302528	1	0	1
1.59711523386826E+017	ThestralSparksy	@PennyLane516 Dying, still. And I'm pretty sure I almost just had an asthma attack.	1/18/2012	0	0	@PennyLane516			https://twitter.com/ThestralSparksy/status/159711523386826752	1	0	1
3.74925889793826E+017	ALICIAXMD	@jhamal104 I have asthma too. Lol, but that's not the reason I'm not at school either.	9/3/2013	0	1	@jhamal104			https://twitter.com/ALICIAXMD/status/374925889793826816	1	0	1
1.73699750724509E+017	marauderslies	Me+ hyperventilating+ asthma + no inhaler= bad situation	2/26/2012	0	0				https://twitter.com/marauderslies/status/173699750724509696	1	0	1
4.29811355592716E+017	sammy_pelletier	Currently having an asthma attack because of @Sexyboy_isme !	2/1/2014	0	0	@Sexyboy_isme			https://twitter.com/sammy_pelletier/status/429811355592716288	1	0	1
4.6529873173508E+017	HMiramontez	â€œ@iPOSTBADTWEETS: I got asthma , I cant be chasin these hoes.â€ SOML	5/10/2014	0	0	@iPOSTBADTWEETS			https://twitter.com/HMiramontez/status/465298731735080961	0	1	-1
2.71251158394343E+017	taypaywilll	Why is my asthma so bad?	11/21/2012	0	0				https://twitter.com/taypaywilll/status/271251158394343424	1	0	1
2.13469290513432E+017	KILA_Mentality	Had an asthma attack. Having another one	6/14/2012	0	0				https://twitter.com/KILA_Mentality/status/213469290513432577	1	0	1
3.48954277965881E+017	_iShortyHoops20	My asthma been bothering me since da second game last night...chest killin me!>>>	6/23/2013	0	0				https://twitter.com/_iShortyHoops20/status/348954277965881344	1	0	1
2.5874078364821E+017	KiaM0nae	And im breathing harrddddd. I hate having asthma	10/17/2012	0	0				https://twitter.com/KiaM0nae/status/258740783648210944	1	0	1
19492474906	AirGordon_	Yes I am weezy but inaint asthmatic -_- â€œ @StevieDaGod : Ewwww thas naastyRT @AirGordon_ : Lmao hella browns ... (cont) http://tl.gd/2nvvpo	7/25/2010	0	0	@StevieDaGod @AirGordon_			https://twitter.com/AirGordon_/status/19492474906	0	1	-1
4.77719461743456E+017	nignogpigdog	@TrevorAWelsh I have asthma lol	6/14/2014	0	0	@TrevorAWelsh			https://twitter.com/nignogpigdog/status/477719461743456256	1	0	1
1.78467731149045E+017	Tessaa_Lee	fuck asthma . #ithinkimdying	3/10/2012	0	0		#ithinkimdying		https://twitter.com/Tessaa_Lee/status/178467731149045760	1	0	1
4.08815749755834E+017	lizzyrawks	All I hope and pray is that Kayla don't have asthma	12/5/2013	0	0				https://twitter.com/lizzyrawks/status/408815749755834368	1	0	1
5.01768644712759E+017	Rone_Dollaz	â€œ@BenHebert_: had an asthma attack as soon as I woke up â€ mmm	8/19/2014	0	0	@BenHebert_			https://twitter.com/Rone_Dollaz/status/501768644712759297	1	0	1
1.51548718313766E+017	lyscase	Sleeping with this sweet kitty that has respiratory problems, asthma , and anemia. Darth Vader kitty, I love you. pic.twitter.com/YV3IrAKi	12/27/2011	0	1				https://twitter.com/lyscase/status/151548718313766912	0	1	-1
3.83463858460823E+017	mariilove07	Cough leaves me short of breath. ..better not get asthma again-_-	9/27/2013	0	0				https://twitter.com/mariilove07/status/383463858460823552	1	0	1
1.48966074895974E+017	BEAU_Barbie	Whenever I take one of these asthma breathing treatments I get real shaky. like a little old lady.	12/19/2011	0	0				https://twitter.com/BEAU_Barbie/status/148966074895974400	1	0	1
5.07400287725027E+017	amazzin_grace	All the light skin niggas got asthma	9/4/2014	0	0				https://twitter.com/amazzin_grace/status/507400287725027328	1	0	1
2.45059811346096E+017	CeeLoaf__	having asthma sucks.	9/10/2012	0	0				https://twitter.com/CeeLoaf__/status/245059811346096128	1	0	1
4.69459423103287E+017	megfrantz5	It's not even 8am and I'm having an Asthma Attack. All I want to do is go to my internship	5/22/2014	0	1				https://twitter.com/megfrantz5/status/469459423103287296	1	0	1
4.71864812612247E+017	_KingTerio	My asthma messing up.	5/29/2014	0	0				https://twitter.com/_KingTerio/status/471864812612247552	1	0	1
6.27065498392412E+016	MiC_L0ViN	My computer just had an asthma attack.	4/25/2011	0	0				https://twitter.com/MiC_L0ViN/status/62706549839241217	0	1	-1
3.70360305559535E+017	_kevin04_	Leslie sits right behind me in facey and she came late with an asthma attack and was breathing like darth vader the whole class	8/21/2013	1	2				https://twitter.com/_kevin04_/status/370360305559535616	1	0	1
5.0878442645803E+017	reneefrid	full-week-of-school-induced arrhythmia/heart palpitations/depression/schizophrenia/coma/migraines/insomnia/ asthma /cancer/nausea/death/etc.	9/7/2014	3	8				https://twitter.com/reneefrid/status/508784426458030080	0	1	-1
4.09841458284617E+017	fuckumeannn	Existential asthmatic Puff puff pass addict	12/8/2013	0	1				https://twitter.com/fuckumeannn/status/409841458284617729	0	1	-1
5.39714954350559E+017	ChristNme	Unarmed Black Man And Daughter Shot At By Police While Dad Tries To Save Girl From Asthma Attack (VIDEO) http://www. addictinginfo.org/2014/11/29/una rmed-black-man-and-daughter-shot-at-by-police-while-dad-tries-to-save-girl-from-asthma-attack-video/ â€¦	12/2/2014	0	0				https://twitter.com/ChristNme/status/539714954350559232	1	0	1
4.61293407659241E+017	mzoeeh	â€œ@KatieRuffo: Either I'm having a a small asthma attack or like I just cant breathe for some reason.. Â¿? â€ ummmm	4/29/2014	0	1	@KatieRuffo			https://twitter.com/mzoeeh/status/461293407659241473	1	0	1
5.30031929534742E+017	KristyBoltin	I'm at Boys Town Allergy/ asthma in Omaha, NE https://www. swarmapp.com/c/5nDYe6XqYou	11/5/2014	0	0				https://twitter.com/KristyBoltin/status/530031929534742529	0	1	-1
4.46316824230379E+017	RebeccaBansah	This bitch tryin to give a damn asthma attack omg!!!!!!!	3/19/2014	0	0				https://twitter.com/RebeccaBansah/status/446316824230379520	1	0	1
3.98843271235268E+017	MahonySays	Being born with asthma and never out growing it is so fucking annoying. It's like being trapped under ice every morning.	11/8/2013	0	1				https://twitter.com/MahonySays/status/398843271235268608	1	0	1
2.25029965178081E+017	Pirateman99	I don't have it but forget that if I had a asthma attack and couldnt breathe and my chick left me for dead...That aint love...	7/16/2012	0	0				https://twitter.com/Pirateman99/status/225029965178081281	0	1	-1
2.19088507900141E+017	SaitHandal	At the allergist I hate it... (@Northern Valley Allergy, Asthma and Sinus Center) http:// 4sq.com/NgAGvp	6/30/2012	0	0	@Northern			https://twitter.com/SaitHandal/status/219088507900141569	0	1	-1
3.82775319926546E+017	explicit_smith	In this bitch coughing Ike I have asthma .	9/25/2013	0	0				https://twitter.com/explicit_smith/status/382775319926546432	1	0	1
4.2138699057229E+017	SheScreamn_KDF	â€œ @LilReese300 : I ain't chasin no hoes I got asthma lol...#300â€	1/9/2014	0	0	@LilReese300	#300		https://twitter.com/SheScreamn_KDF/status/421386990572290048	0	1	-1
20523037246	ashnikkim	"My ma & stepdad jus went out & gt the whole house smelln lik ""cus cus,"" gt my damn asthma actn up smhh"	8/6/2010	0	0				https://twitter.com/ashnikkim/status/20523037246	1	0	1
2.45388925319905E+017	nweezyyy	Getting my asthma <<<	9/11/2012	0	0				https://twitter.com/nweezyyy/status/245388925319905280	1	0	1
4.68546878766731E+017	_youlovesaraa	â€œ@myaeli_: Scrappy shouldn't have been running like that he know he has asthma â€	5/19/2014	0	0	@myaeli_			https://twitter.com/_youlovesaraa/status/468546878766731264	0	1	-1
3.00860735372808E+017	PorahsChocolate	@Touro with Jasmine... #Asthma	2/11/2013	0	0	@Touro	#Asthma		https://twitter.com/PorahsChocolate/status/300860735372808192	1	0	1
5.40285115918602E+017	WashingtonCP	Dr. Jackie: Seasonal Depression: Dr. Jackie Eghrari-Sabet, of Family Allergy & Asthma Care in Gaithersburg,â€¦ http:// dlvr.it/7jqJ6L	12/3/2014	0	0				https://twitter.com/WashingtonCP/status/540285115918602240	0	1	-1
5.22460236720771E+017	Miles_Adams20	Foreign back to back, haters have asthma attacks. Pull out pump a nigga, call it a asthma attack!	10/15/2014	0	0				https://twitter.com/Miles_Adams20/status/522460236720771073	0	1	-1
4.83458981352841E+017	Courtnie_LeAnn	Im going to have a fucking asthma attack if you don't stop it!!	6/29/2014	0	0				https://twitter.com/Courtnie_LeAnn/status/483458981352841217	1	0	1
5.095215198954E+017	cuhrhystahl	It just be like that sometimes. And my Asthma AND Allergies started acting up during practice to addâ€¦ http:// instagram.com/p/sv1bQaAWXM/	9/9/2014	0	0				https://twitter.com/cuhrhystahl/status/509521519895400448	1	0	1
4.06057877493665E+017	_LipstickJunkie	I'm not chasing any niggas. I got asthma	11/28/2013	0	0				https://twitter.com/_LipstickJunkie/status/406057877493665792	0	1	-1
3.20186959714734E+017	Dev__Black	Can sumbody but me an asthma pump! I will die before my next pay check!	4/5/2013	0	0				https://twitter.com/Dev__Black/status/320186959714734082	1	0	1
4.96166667362111E+017	Amandaa0987	My asthma seriously only get me when I get in bed	8/4/2014	0	1				https://twitter.com/Amandaa0987/status/496166667362111489	1	0	1
4.21119564446187E+017	zechariahIII	I wonder if I die and come back to life it will cure my asthma ?? #AmericanHorrorStory #AHS	1/8/2014	0	1		#AmericanHorrorStory #AHS		https://twitter.com/zechariahIII/status/421119564446187520	1	0	1
2.82741883329986E+017	KCandamil	I'm beginning to think I have asthma :(	12/23/2012	0	0				https://twitter.com/KCandamil/status/282741883329986561	1	0	1
3.2680816721437E+017	SUAVE_BONGS	Gotta take this trip to the asthma doctor soon. Ima need that extra strength prescription	4/23/2013	0	0				https://twitter.com/SUAVE_BONGS/status/326808167214370816	1	0	1
4.6356119153804E+017	originalmasonic	And by smoke I mean my breathing treatment for my asthma .	5/6/2014	0	2				https://twitter.com/originalmasonic/status/463561191538040832	1	0	1
5.22376219674017E+017	Jamcuteass	Let's Not Forget I Almost Had An Asthma Attack	10/15/2014	0	0				https://twitter.com/Jamcuteass/status/522376219674017792	1	0	1
2.76468559637532E+017	L_Lauer	Haven't been able to breathe lately. I'm guessing I have asthma .. Might wanna get that checked out.	12/5/2012	0	0				https://twitter.com/L_Lauer/status/276468559637532672	1	0	1
5.26398430772727E+017	kaylamcmorrow	When you have an asthma attack but cry in the middle of it bc you miss ur bestfriends..that's when uk it's real @Jana_Balcerak @PerozziA	10/26/2014	0	2	@Jana_Balcerak @PerozziA			https://twitter.com/kaylamcmorrow/status/526398430772727808	1	0	1
2.05713033937436E+017	LaLeezee	#tbt me @talia1221 and @Deandra #goodole #Kissdays @Asthma & Allergy Specialists http:// instagr.am/p/LBIl7NK1FK/	5/24/2012	0	0	@talia1221 @Deandra @Asthma	#tbt #goodole #Kissdays		https://twitter.com/LaLeezee/status/205713033937436672	0	1	-1
2.03302834748407E+017	A1Bossy	<<< How u smoke wn u have asthma smh	5/17/2012	0	0				https://twitter.com/A1Bossy/status/203302834748407810	1	0	1
4.89666590799962E+017	Dayna__Dane	When I was younger I'd get nose bleeds damn near every night, asthma attacks at least twice a week, and I had a stutter.	7/17/2014	0	0				https://twitter.com/Dayna__Dane/status/489666590799962112	1	0	1
1.24938894750908E+017	LOVELiERtHANyU	Can't even tell this lil girl had an asthma attack or even in ICU	10/14/2011	1	0				https://twitter.com/LOVELiERtHANyU/status/124938894750908416	1	0	1
3.51562727459794E+017	MJoseph_15	@Eyy_its_Tonyy Air Force, but I had to get my pulmonary test done, because of my Asthma in order to be cleared.	7/1/2013	0	0	@Eyy_its_Tonyy			https://twitter.com/MJoseph_15/status/351562727459794945	1	0	1
4.64620917004722E+017	Albeeeeeeey	Oh mah shaizas! Im having an asthma attack! I havent had one since junior of high school. #needaninhaler	5/9/2014	0	0		#needaninhaler		https://twitter.com/Albeeeeeeey/status/464620917004722177	1	0	1
5.00898099179839E+017	4_1cbaby	I think my dog had asthma , she breathes so hard	8/17/2014	0	0				https://twitter.com/4_1cbaby/status/500898099179839489	0	1	-1
7.57009788500746E+016	dzianband	"RT @wendyfhsu : due to my recent asthma flare, we have to integrate some ""rest"" days into the @Dzianband summer A' Go-Go tour."	5/31/2011	0	0	@wendyfhsu @Dzianband			https://twitter.com/dzianband/status/75700978850074625	1	0	1
4.2349811644932E+017	HisLotusFlower	I feel like I'm bout to have a asthma attack	1/15/2014	0	0				https://twitter.com/HisLotusFlower/status/423498116449320960	1	0	1
2.48549148775837E+017	BrandiseBeauty	@ktla my child has severe allergy induced asthma . Sherman oaks elementary charter school refuse to clean AC vents. pic.twitter.com/u8D4uZfF	9/19/2012	0	0	@ktla			https://twitter.com/BrandiseBeauty/status/248549148775837696	1	0	1
3.77252854626795E+017	Ayooo_Haley	i wish i had a cute laugh or one of those laughs that make other people laugh but i sound like a hyperventilating walrus with asthma	9/9/2013	1	2				https://twitter.com/Ayooo_Haley/status/377252854626795520	0	1	-1
4.47171466467897E+017	mollybramlet	@amy_duz_it of being angry, not of being asthmatic obviously	3/21/2014	0	0	@amy_duz_it			https://twitter.com/mollybramlet/status/447171466467897344	1	0	1
3.33224293704032E+017	__nicolek	@_oluci had a cold,but it started messing with my asthma .i'm good now though!	5/11/2013	0	0	@_oluci			https://twitter.com/__nicolek/status/333224293704032257	1	0	1
5.17064977707171E+017	ColeMalo	Currently looking for my asthma pump pic.twitter.com/MVZx4NpfNr	9/30/2014	0	0				https://twitter.com/ColeMalo/status/517064977707171840	1	0	1
2.61173298476503E+017	breexvi	I noticed when I went to the hostipal for having a asthma attack no one cared :/ Fuck it .	10/24/2012	0	0				https://twitter.com/breexvi/status/261173298476503040	1	0	1
2.83383171960168E+017	AlexTheBaddy	Let's run away together! LOL, jk. I have asthma .	12/24/2012	0	0				https://twitter.com/AlexTheBaddy/status/283383171960168448	0	1	-1
4.2242458706681E+017	JozionG	I hate having asthma .	1/12/2014	1	1				https://twitter.com/JozionG/status/422424587066810368	1	0	1
3.40808074510094E+017	hudakobe	What the heck was I thinking making an appointment this early #sleepy (@Advocare Allergy & Asthma ) http:// 4sq.com/19w73VU	6/1/2013	0	0	@Advocare	#sleepy		https://twitter.com/hudakobe/status/340808074510094336	0	1	-1
5.44442470667653E+017	SLENDER_2015	Wish I had a asthma pump, I'm wheezing :-(	12/15/2014	0	0				https://twitter.com/SLENDER_2015/status/544442470667653120	1	0	1
5.24809120630784E+016	AsthmaAllergyCO	@homeairfilters Thank you! Stay connected with us for more information on Asthma !	3/28/2011	0	0	@homeairfilters			https://twitter.com/AsthmaAllergyCO/status/52480912063078400	1	0	1
3.41915211458039E+017	kbrisson	I'm at Allergy and Asthma Associates (Warwick, RI) http:// 4sq.com/14dOt2u	6/4/2013	0	0				https://twitter.com/kbrisson/status/341915211458039808	0	1	-1
4.63472591450013E+017	FreshDopeAss	Nigga got asthma	5/5/2014	1	0				https://twitter.com/FreshDopeAss/status/463472591450013697	1	0	1
4.0814085720508E+017	RockinRita03	My asthma is back under control thanks to a nebulizer treatment. Time to attempt sleeping (@Land of 1,000 Dreams) http:// 4sq.com/18gRHoD	12/4/2013	0	0	@Land			https://twitter.com/RockinRita03/status/408140857205080064	1	0	1
3.06159418955935E+017	GamecockBelle52	Well y'all, I have asthmatic bronchitis. Someone come take care of meeee #sickprincess	2/25/2013	0	0		#sickprincess		https://twitter.com/GamecockBelle52/status/306159418955935744	1	0	1
2.85213167045443E+017	NORDHOFF_03	Having a minor asthma attack at work.. not freakin fun	12/29/2012	0	0				https://twitter.com/NORDHOFF_03/status/285213167045443585	1	0	1
5.19766459765886E+017	__melro	Me: *has asthma * Me: *smokes hookah for two hours* My lungs: why you gotta be so rude	10/8/2014	1	1				https://twitter.com/__melro/status/519766459765886977	1	0	1
2.78573193512505E+017	onebitchinbitch	yes I am weezy but I ain't asthmatic	12/11/2012	0	0				https://twitter.com/onebitchinbitch/status/278573193512505344	0	1	-1
5.22219004740784E+017	Yung_Prince2431	@Mocha_Rissaaa he had an asthma attack at football practice and they didn't have his inhaler and he almost died	10/14/2014	0	0	@Mocha_Rissaaa			https://twitter.com/Yung_Prince2431/status/522219004740784129	1	0	1
1.78891438522777E+017	RissKiss_13	I feel like in Dying... Having Sports Induced Asthma sucks balls!. Wheezing and shit is not fun.	3/11/2012	0	0				https://twitter.com/RissKiss_13/status/178891438522777600	1	0	1
2.94979644128636E+017	coach_wilder	@HisSince12211 @herssince12211 @trevor_fitz30 well I have asthma . I'm limited on the amount of strenuous activity I can do, and I've also	1/25/2013	0	0	@HisSince12211 @herssince12211 @trevor_fitz30			https://twitter.com/coach_wilder/status/294979644128636928	1	0	1
2.77065033387761E+017	Nitahadtodoit	OMGEEEE! I'm about to have an asthma attack! Laughing at Lavell Crawford!! This man is IGNANT!!! WHEW!	12/7/2012	0	0				https://twitter.com/Nitahadtodoit/status/277065033387761664	1	0	1
3.16683331314008E+017	RIPKaylum	Runnin in the cold with asthma <<<	3/26/2013	0	1				https://twitter.com/RIPKaylum/status/316683331314008066	1	0	1
4.56814543159951E+017	_PrincessErinn	jennifer almost made me have a asthma attack lasnight i was only running for like 10 seconds & was on the verge of passing out smh	4/17/2014	0	0				https://twitter.com/_PrincessErinn/status/456814543159951360	1	0	1
4.10397000115712E+017	asapheem_	Go ahead and ask em. Who is Joey bad? Watch em grasp in asthma , damn it's so sad.	12/10/2013	0	0				https://twitter.com/asapheem_/status/410397000115712000	0	1	-1
4.57405135094693E+017	Million_saidSO	And now my asthma wanna act up. What is life right now ?	4/19/2014	0	0				https://twitter.com/Million_saidSO/status/457405135094693888	1	0	1
2.44996736513351E+017	tmorg328	â€œ @chelsidecoste : @tmorg328 i use to do that to my cat and now it has asthma .. Be carefulâ€ well your cats a pussy	9/9/2012	0	0	@chelsidecoste @tmorg328			https://twitter.com/tmorg328/status/244996736513351680	0	1	-1
4.15974295781646E+017	Sissy4Men	â€œ @Sebastian4CielP : @tomzsabina // Asthma attack? // Very well Mistress pic.twitter.com/FlnaThL5KS â€	12/25/2013	0	0	@Sebastian4CielP @tomzsabina			https://twitter.com/Sissy4Men/status/415974295781646336	1	0	1
4.20065647411077E+017	DenFrmDaO	Asthma actin up	1/6/2014	0	0				https://twitter.com/DenFrmDaO/status/420065647411077120	1	0	1
4.51432270276993E+017	SuperWeenyHutJr	@FILIPIN09 moms asthma	4/2/2014	0	1	@FILIPIN09			https://twitter.com/SuperWeenyHutJr/status/451432270276993025	1	0	1
4.23108189509263E+017	Lexy_Duhh	Bump bump bumpin ima asthmatic ...	1/14/2014	0	0				https://twitter.com/Lexy_Duhh/status/423108189509263360	1	0	1
2.65301198142324E+017	JuicyyJuicee69	Next week I'm playing flag football *does happy dance* hopefully I'll have my asthma pump by then cause if not my ass gotta funeral 2 go 2	11/4/2012	0	0				https://twitter.com/JuicyyJuicee69/status/265301198142324737	1	0	1
4.31197359670693E+017	rachel_hibbard	"â€œ @AbriannaMonet : ""I can't chase after love, I got asthma ""â€ omg @TJbaseball1995"	2/5/2014	1	1	@AbriannaMonet @TJbaseball1995			https://twitter.com/rachel_hibbard/status/431197359670693888	0	1	-1
3.9724024374247E+017	MrDrKehler	I swear my asthma is coming back. Like I seriously can't breathe while talking.	11/4/2013	0	0				https://twitter.com/MrDrKehler/status/397240243742470144	1	0	1
2.71598871916969E+017	You_Kno_DJones	@HAYNikki_ Asthma yea, why would I be? But yea anyway, She takin up a lot of space so I'm jus up right now. And plus she gotta here in a min.	11/22/2012	0	0	@HAYNikki_			https://twitter.com/You_Kno_DJones/status/271598871916969985	0	1	-1
4.85870151628111E+017	AintYouJayGo	Pull up and pump a nigga, call it asthma attack	7/6/2014	0	0				https://twitter.com/AintYouJayGo/status/485870151628111872	0	1	-1
4.83818208391344E+017	taylil_	@slimeglob I've told my grandpa so many times!!! It's bad for my asthma too, he stops for like two days then goes back to it	6/30/2014	0	0	@slimeglob			https://twitter.com/taylil_/status/483818208391344128	1	0	1
1.99714666895785E+017	_denalerie	Going To Sleep Since My Acid Reflux, Asthma , & Sinus Wanna Be Acting Up. #FML .	5/8/2012	0	0		#FML		https://twitter.com/_denalerie/status/199714666895785984	1	0	1
3.31256291764867E+017	basementfloors	@alltimelovv what ever happened to her how's her asthma	5/5/2013	0	0	@alltimelovv			https://twitter.com/basementfloors/status/331256291764867073	1	0	1
3.41622250551795E+017	jakemke	(@Allergy and Asthma Associates) http:// ow.ly/1X3qlx already feeling better from the allergy shots I've been getting!	6/3/2013	0	0	@Allergy			https://twitter.com/jakemke/status/341622250551795713	0	1	-1
1.67004631803764E+017	katyperreira	Why do I always put myself in these time crunches l so I have to sprint up the hill? #coughcough #asthma	2/7/2012	0	0		#coughcough #asthma		https://twitter.com/katyperreira/status/167004631803764736	1	0	1
20447990791	DjDawkness	@1KerryJoe yea I am weezy but I aint asthmatic #classic http://myloc.me/abcyp	8/6/2010	0	0	@1KerryJoe	#classic		https://twitter.com/DjDawkness/status/20447990791	0	1	-1
5.40737911042609E+017	ClayRoth	Btw, if you didn't know, the guy who died in the chokehold had asthma . Do you know what asthma feels like? It's terrible.	12/5/2014	0	5				https://twitter.com/ClayRoth/status/540737911042609152	1	0	1
3.31773782542909E+017	TickleMyTwittah	I just rushed to class for my exam at 10:10...this bitch not even here yet. Fuck you for almost giving me an asthma attack.	5/7/2013	0	0				https://twitter.com/TickleMyTwittah/status/331773782542909440	1	0	1
3.87403156734607E+017	kidavis_	My asthma is gone be the death of me	10/7/2013	0	0				https://twitter.com/kidavis_/status/387403156734607360	1	0	1
5.41281065164636E+017	raykaylaa	Asthma was always my excuse to get out of running see every bad thing has its purks	12/6/2014	0	0				https://twitter.com/raykaylaa/status/541281065164636160	1	0	1
5.04648882635427E+017	maff11	Chuffing hate seniors day.old coots with the pace of asthmatic snail pic.twitter.com/9CtoV90TJ3	8/27/2014	0	1				https://twitter.com/maff11/status/504648882635427842	0	1	-1
4.61306074503475E+017	Gracie_Ovoxo_	Every time I move I feel like I'm going to have a damn asthma attack	4/29/2014	0	0				https://twitter.com/Gracie_Ovoxo_/status/461306074503475201	1	0	1
3.82687077508608E+017	pjbaby90	"When it comes to chasing hoes ""I GOT ASTHMA ""!!!"	9/24/2013	0	0				https://twitter.com/pjbaby90/status/382687077508608001	0	1	-1
5.42391498570874E+017	kdddkade	See I got two jobs and I'm still broke, see I got bad asthma and I still smoke.	12/9/2014	0	0				https://twitter.com/kdddkade/status/542391498570874880	0	1	-1
2.93629277755289E+017	AshlingKeegan	"@ShordeeeeeLo she's so funny ""OMG Ashling I can't stop snoring idk if its asthma "" like whaaaat?"	1/22/2013	0	0	@ShordeeeeeLo			https://twitter.com/AshlingKeegan/status/293629277755289601	0	1	-1
5.14617755916849E+017	thtsrybrette	I know all this game they be running gotta bitch finna have a asthma attack running the same game.	9/23/2014	0	0				https://twitter.com/thtsrybrette/status/514617755916849152	1	0	1
5.30097256125304E+017	_ArielGomezzz	@16_vickyv well I had a mini Asthma attack at work so I have to take mine too. But I hope I don't get sick.	11/5/2014	0	0	@16_vickyv			https://twitter.com/_ArielGomezzz/status/530097256125304832	1	0	1
5.12435498410078E+017	alberinadreshaj	I get noise complaints every time I hit a blunt this kid talkin about how loud he coughs cuz of his asthma	9/17/2014	0	1				https://twitter.com/alberinadreshaj/status/512435498410078208	1	0	1
3.2363808686723E+017	whatDAYknow	â€œ @MyTweets_Valid : When People Walk Out My Life I Let Them ! I'm Not Fixinn To Chase You BIT I GOT ASTHMA !â€	4/14/2013	0	0	@MyTweets_Valid			https://twitter.com/whatDAYknow/status/323638086867230720	0	1	-1
