id	Username	Text	Date	Retweets	Favorites	Mentions	Hashtags	Geo	Permalink	True Positive	False Positive	isClean	Reason for False Positive
5.18166E+17	1065Logan	Helping to raise money for breast cancer awareness tonight at @houseorock @artwalkcc @1065_TheShark pic.twitter.com/vp7wuZnUrM	10/3/2014	2	0	@houseorock @artwalkcc @1065_TheShark			https://twitter.com/1065Logan/status/518165835672592384	1	0	1	
3.85031E+17	Mac_Daddy40	Breast cancer awareness month starts today... Just so everybody knows!	10/1/2013	0	0				https://twitter.com/Mac_Daddy40/status/385030875546931200	1	0	1	
2.89175E+17	haileeoporter	"“As a Cancer , we will shut people out completely if they hurt our feelings.”"	1/9/2013	0	0				https://twitter.com/haileeoporter/status/289174877095731200	0	1	-1	Horoscope
4.14148E+17	mexlogan101	Imma have cancer this bag is almost gone @thebk28	12/20/2013	0	0	@thebk28			https://twitter.com/mexlogan101/status/414147896750399488	1	0	1	
4.7063E+17	YASSITSNALLELY	@wefindkidrauhl Hey! Can you please tweet #PleasePrayForEden to help a little girl named Eden who has cancer meet her idol Justin Bieber?	5/25/2014	2	0	@wefindkidrauhl	#PleasePrayForEden		https://twitter.com/YASSITSNALLELY/status/470630476986994688	1	0	1	
2.08321E+17	SamuelRoblesJr	Just signed up for a workshop on preventing cancer from developing. (@Lake Nona Family Chiropractic) http:// 4sq.com/N1NMlD	5/31/2012	0	0	@Lake			https://twitter.com/SamuelRoblesJr/status/208321357358956544	1	0	1	
4.189E+17	FATIIIMANAQVIII	“ @Cancer _HC : #Cancer woman love being protected by a strong male.” YESSSSSS	1/2/2014	0	0	@Cancer	#Cancer		https://twitter.com/FATIIIMANAQVIII/status/418899945932869633	0	1	-1	Horoscope
3.104E+17	NoelSarah	I Ran 6.593 @CharityMiles for @SU2C in the @feastongood #SXSW2013 challenge. Every mile helps cure #cancer . #socialgood #GXG #letsturnitup	3/9/2013	0	0	@CharityMiles @SU2C @feastongood	#SXSW2013 #cancer #socialgood #GXG #letsturnitup		https://twitter.com/NoelSarah/status/310400131319087104	1	0	1	
2.88835E+17	jmertes_2	@cpotter14 oh yeah I forgot. That's good you don't have cancer tho	1/8/2013	0	1	@cpotter14			https://twitter.com/jmertes_2/status/288834689576366080	1	0	1	
5.484E+17	JKatzaman	#Cancer treatment centers select patients | #HealthInsurance #Medicare http://www. fayobserver.com/news/live_wire /cancer-treatment-centers-select-patients/article_af94ca22-1a62-50ac-a74a-a803300debac.html#.VJ0gxRo9HL0.twitter …	12/26/2014	0	0		#Cancer #HealthInsurance #Medicare #		https://twitter.com/JKatzaman/status/548400203007807488	1	0	1	
4.40917E+17	TassARoniComedy	@EIFRRW @EIFRevlonRW_LA @SCDCFC May 10 me & SCDCFC Family will be doing RevlonRun for the fight against Cancer . #RunAsATeam #LetsDoThis #:-)	3/4/2014	3	0	@EIFRRW @EIFRevlonRW_LA @SCDCFC	#RunAsATeam #LetsDoThis #		https://twitter.com/TassARoniComedy/status/440917312590192640	1	0	1	
1.09504E+17	LitaSonrisa	"""So true!!"""" @XSTROLOGY : #Cancer #Scorpio and #Pisces are the 3 water signs of the zodiac. Romance and communication is their trademark."""""""	9/2/2011	0	0	@XSTROLOGY	#Cancer #Scorpio #Pisces		https://twitter.com/LitaSonrisa/status/109503764699942912	0	1	-1	Horoscope
4.32368E+17	HannahElizaNoel	"So, my aunt was diagnosed with rectal cancer . She goes in this week to figure out when to start her rad. therapy and chemo."	2/8/2014	0	0				https://twitter.com/HannahElizaNoel/status/432367627395006464	1	0	1	
29539739849	xo_Bronze_ox	"RT @ZodiacFacts : #ZodiacFacts As a #Cancer you understand the shades of people’s needs; so much so, you’re (cont) http://tl.gd/6piron"	11/3/2010	0	0	@ZodiacFacts	#ZodiacFacts #Cancer		https://twitter.com/xo_Bronze_ox/status/29539739849	0	1	-1	Horoscope
1.87775E+17	38106	"Rep. Todd Announces He Has Cancer , Keeps Treatment Bill Alive http:// bit.ly/HargBi"	4/5/2012	0	0				https://twitter.com/38106/status/187774562904182785	1	0	1	
5.35944E+17	TimTtaylor0440	I wonder how much longer this planet will sustain life. We can't cure cancer that my uncle is dying from but we can build space stations!!!	11/21/2014	0	0				https://twitter.com/TimTtaylor0440/status/535944433221783552	1	0	1	
4.81704E+16	herbzoota	At the team in training triathlon team kickoff. Want to help in the fight against cancer ? Go to: http://curecancer.herbzoota.com	3/16/2011	0	0				https://twitter.com/herbzoota/status/48170407605440512	1	0	1	
5.17459E+17	raanndiiii	"Breast cancer awareness month, keep those who have Breast cancer in your thoughts all month long and support them!!!! :)"	10/1/2014	1	0				https://twitter.com/raanndiiii/status/517458829869449216	1	0	1	
1.25196E+17	52338	$15 for One Entry to Zeta Tau Alpha's 5K for Breast Cancer Awareness and Education (Up to $30 Val http:// bit.ly/nniluz for 52338	10/15/2011	0	0				https://twitter.com/52338/status/125196324076392448	1	0	1	
4.46626E+17	whoisamanda_b	"“ @ScorpioAreUs : Cancer , #Scorpio ” #ImJustSaying"	3/20/2014	0	0	@ScorpioAreUs	#Scorpio #ImJustSaying		https://twitter.com/whoisamanda_b/status/446626090757283840	0	1	-1	Horoscope
4.08172E+17	EvieRulez	@DunkinDonuts #mydunkin Making Strides Against Breast Cancer . We took 2nd place raising over $7000!!!! Our 1st year!! pic.twitter.com/PsHKl8kNOf	12/4/2013	0	0	@DunkinDonuts	#mydunkin		https://twitter.com/EvieRulez/status/408172046796218368	1	0	1	
4.35989E+17	Big_Spence_Ham	"Mamma left first think this morning, doctor appointment in the morning! Hoping and praying that the cancer will no longer be there!"	2/18/2014	0	4				https://twitter.com/Big_Spence_Ham/status/435988789409091584	1	0	1	
3.92529E+17	Anisocytosis	"Very interesting, and makes sense as far as cancer is concerned - Scientists discover DNA body clock http:// gu.com/p/3jyaq"	10/22/2013	0	0				https://twitter.com/Anisocytosis/status/392528705567735808	1	0	1	
5.2044E+17	jeanettepootmay	“ @Buenavista_OMSD : Reminder to wear pink tomorrow to support breast cancer !”- This is awesome! #BreastCancerAwareness	10/10/2014	0	1	@Buenavista_OMSD	#BreastCancerAwareness		https://twitter.com/jeanettepootmay/status/520439599211229184	1	0	1	
2.64157E+17	CallMe_Trizzy_	I want the pink foamposites so bad man they would look so cold for breast cancer awareness month real talk	11/1/2012	0	0				https://twitter.com/CallMe_Trizzy_/status/264156797613518848	1	0	1	
5.40975E+17	dagnyshrugs	Prototype of a custom order: a children's cancer hospital wants blue and yellow kite ornaments for… http:// instagram.com/p/wPUlrrr3wJ/	12/5/2014	0	0				https://twitter.com/dagnyshrugs/status/540974508442931200	1	0	1	
5.11482E+17	EddieMc1681	"IvIg therapy here I come (@MVH South Comprehensive Cancer Center in Centerville, OH) https://www. swarmapp.com/eddiemc1681/ch eckin/5416d2ca498eb925727fd347?s=l4iuQSl8wKh8pnZLomJ-NFkpsTs&ref=tw …"	9/15/2014	0	0	@MVH			https://twitter.com/EddieMc1681/status/511482470152560640	0	1	-1	Unrelated to cancer
5.01957E+17	xo_kaylaaa_	I. HATE. Cancer	8/20/2014	0	2				https://twitter.com/xo_kaylaaa_/status/501956502995734528	1	0	1	
5.14865E+17	amberlynn_20	Cancer and other tragedies have hit our small town hard lately!	9/24/2014	0	0				https://twitter.com/amberlynn_20/status/514864703160721410	1	0	1	
1.23717E+17	LORDJAMES66	" @TenderDentist : Jobs death caused by respiratory arrest, cancer http:// ow.ly/1yqKVD LOL"	10/11/2011	0	0	@TenderDentist			https://twitter.com/LORDJAMES66/status/123716827221196800	1	0	1	
3.80065E+17	joshwt33	“@anoonan23: The power of a prayer is incredible. My grandma is Cancer free :)) #nothingbutsmiles ”	9/17/2013	0	0	@anoonan23	#nothingbutsmiles		https://twitter.com/joshwt33/status/380064668888227840	1	0	1	
1.30444E+16	topix_nc	What's in Store - Pajama party aids cancer charity - http://bit.ly/gWdu8s #CarolinaBeach #NorthCarolina	12/9/2010	0	0		#CarolinaBeach #NorthCarolina		https://twitter.com/topix_nc/status/13044399604764672	1	0	1	
2.9483E+17	votanoel2020	Mañana voy a un torneo de softball entre aseguradoras para recaudar fondos para operacion de Mariana diagnosticada con Cancer @jayfonsecapr	1/25/2013	4	1	@jayfonsecapr			https://twitter.com/votanoel2020/status/294830248577622016	1	0	1	
5.49041E+17	Supercrazym2	Nets are fucking trash what is Billy waiting for trade these scrubs they are the cancer of the nets	12/27/2014	0	0				https://twitter.com/Supercrazym2/status/549040952594411520	0	1	-1	Offensive Term
5.38846E+17	OBT8	Muschamp gets blamed for cancer #Gators	11/29/2014	0	0		#Gators		https://twitter.com/OBT8/status/538846260963586049	1	0	1	
2.71421E+17	ohsoREALajanti_	I'm such a Cancer lol like it's sickening...lol	11/21/2012	0	0				https://twitter.com/ohsoREALajanti_/status/271421496503721984	0	1	-1	Horoscope
4.4199E+17	joshstoffregen	"I'm so in love with my incredible life, finding I'm passionate about my work (again). Cancer has made me stronger, better, ready for him."	3/7/2014	0	1				https://twitter.com/joshstoffregen/status/441989676346658816	1	0	1	
4.66882E+17	Chicago_CP	Cancer Treatment Centers sues founder's wife over 'sensitive' documents: Cancer Treatment Centers of America is... http:// dlvr.it/5gcc7S	5/15/2014	0	0				https://twitter.com/Chicago_CP/status/466881901517484032	1	0	1	
4.62103E+17	JimDalrympleII	Disgraced Clippers owner Donald Sterling has cancer http:// cbsloc.al/1kuJlwI	5/2/2014	0	0				https://twitter.com/JimDalrympleII/status/462103199579508736	1	0	1	
4.95572E+17	Kelly23Kay	I had a dream @StrunkyMonkey had cancer	8/2/2014	0	0	@StrunkyMonkey			https://twitter.com/Kelly23Kay/status/495571764014247936	1	0	1	
3.09122E+17	linz_coffman	@GregJennings can I get a RT for @RFLofTheUofM ?!We are having our relay for life this month @Univ of Memphis! #cancer #fightback	3/5/2013	0	0	@GregJennings @RFLofTheUofM @Univ	#cancer #fightback		https://twitter.com/linz_coffman/status/309122092740272128	1	0	1	
2.66329E+17	malphursgroup	Consumerism is a cancer to missional community. @JenHatmaker #RN12	11/7/2012	0	0	@JenHatmaker	#RN12		https://twitter.com/malphursgroup/status/266328871601836032	0	1	-1	Offensive Term
1.01237E+17	JobsDirectUSA	"#austin #jobs Data Entry Specialist - American Cancer Society - Austin, TX http://bit.ly/f0tPgx"	8/10/2011	0	0		#austin #jobs		https://twitter.com/JobsDirectUSA/status/101236696057778176	0	1	-1	Job Offering
4.67075E+17	MarilynRussell	My most fav event now @Bellevue With 5-year cancer survivors thanx to @CancerCenter Congrats Dawn #CelebrateLife pic.twitter.com/vp4CMOCtxu	5/15/2014	0	1	@Bellevue @CancerCenter	#CelebrateLife		https://twitter.com/MarilynRussell/status/467075041797349377	1	0	1	
2.64413E+17	danibrewer7	"Well actually, putting on a show about your father's prostate cancer will just make him more depressed. the things they say on glee.. #Smh"	11/2/2012	0	1		#Smh		https://twitter.com/danibrewer7/status/264413162504343553	1	0	1	
3.89037E+17	Janeb_Soapfan	@ShaunieBeeGee dying sister ( cancer ). I complain because I love it and want it to be as good as it can be. That's all. I'm happy for those	10/12/2013	0	0	@ShaunieBeeGee			https://twitter.com/Janeb_Soapfan/status/389037145639641088	1	0	1	
5.43031E+17	PresCancerPanel	Excited to kick off #cHealth4Cancer today in Boston! Follow & share ideas on #connectedhealth & #cancer . pic.twitter.com/F8UeDYUkBq	12/11/2014	0	1		#cHealth4Cancer #connectedhealth #cancer		https://twitter.com/PresCancerPanel/status/543030612249280513	1	0	1	
2.87173E+17	kazemotto	"@LouBritton_ so does green tea with no sugar but that prevents cancer . What taste good aint good for ya, pussy too"	1/4/2013	0	0	@LouBritton_			https://twitter.com/kazemotto/status/287172787913781249	1	0	1	
3.83638E+17	JudithWord	"I'm at SRHS Regional Cancer Center (Ocean Springs, MS) [pic]: http:// 4sq.com/1bdlgXZ"	9/27/2013	0	0				https://twitter.com/JudithWord/status/383637808868753408	0	1	-1	4sq
4.60946E+17	YeaThatsJess	YALL WERE TALKING ABOUT HER HAVING CANCER THO	4/28/2014	0	0				https://twitter.com/YeaThatsJess/status/460946367465025536	1	0	1	
3.56091E+17	IndianapolisCP	Little Red Door’s Big Red Bash: FOX 59 was well represented at the Little Red Door Cancer Agency’s Big Red Bash... http:// dlvr.it/3fR7w6	7/13/2013	0	0				https://twitter.com/IndianapolisCP/status/356091050391113729	1	0	1	
4.91041E+17	JakeMachen	Lifeguarding is a great job if you want to get skin cancer while waiting for someone to drown.	7/20/2014	3	10				https://twitter.com/JakeMachen/status/491040769411538945	1	0	1	
3.48883E+17	_LexyIfYouNasty	"""<---- """" @CancerAreUs : #Cancer women needs men who can accept her strange mood swings without explanation."""""""	6/23/2013	0	0	@CancerAreUs	#Cancer		https://twitter.com/_LexyIfYouNasty/status/348882990883020800	0	1	-1	Horoscope
4.41688E+17	Hazel_Cari	“ @XSTROLOGY : Make a wish near a #Cancer that trusts you and you bet they'll try their hardest to make it happen.”RMFT #FACT	3/6/2014	0	0	@XSTROLOGY	#Cancer #FACT		https://twitter.com/Hazel_Cari/status/441687918399488001	0	1	-1	Horoscope
4.97013E+17	JelissaAFA	Cannabis cures cancer	8/6/2014	0	0				https://twitter.com/JelissaAFA/status/497012784799186945	1	0	1	
4.40188E+17	__trvl	 @Cancer _HC : #Cancer loves food more than any sign in the zodiac	3/2/2014	0	0	@Cancer	#Cancer		https://twitter.com/__trvl/status/440188298036641792	0	1	-1	Horoscope
28959837948	3051	Local Resident Raises Money for Breast Cancer http://bit.ly/aRXm2i via http://outside.in/03051	10/28/2010	0	0				https://twitter.com/03051/status/28959837948	1	0	1	
4.80026E+17	Gmezg	"So sad, my heart goes out to children with cancer #cancersucks #fuckcancer #think pic.twitter.com/rrbgJr9tE7"	6/20/2014	0	0		#cancersucks #fuckcancer #think		https://twitter.com/Gmezg/status/480025690574565376	1	0	1	
2.29082E+17	howuworkdis	"""RT:; """" #Cancer is that friendThatyou if you're doing something stupid. It's just our motherly nature to look out for you.” @mz_rid06 uuuu"""	7/28/2012	0	0	@mz_rid06	#Cancer		https://twitter.com/howuworkdis/status/229081665224441856	0	1	-1	Horoscope
2.05451E+17	JodiTyra	@Radeke11 @jacobcurtis10 so do I!! Basically because I just look good. Haha. And besides tanning naturally reduces your risk of skin cancer .	5/23/2012	0	0	@Radeke11 @jacobcurtis10			https://twitter.com/JodiTyra/status/205450629664079872	1	0	1	
4.26388E+17	Dimaggio1M	@katyperry I have a 23 yr old cancer patient that just absolutely adores you. When he stays with us he watches ur part of me DVD religiously	1/23/2014	0	0	@katyperry			https://twitter.com/Dimaggio1M/status/426387753056886784	1	0	1	
1.31833E+17	AlexWehrley	Happy #Movember ya'll! Grow out that moustache fellas to raise awareness for prostate cancer ! Send me pics.	11/2/2011	0	0		#Movember		https://twitter.com/AlexWehrley/status/131833228712624128	1	0	1	
7.6449E+16	11797	LI Cancer Survivor Meets Bone Marrow Donor http://bit.ly/lXp1TE via http://outside.in/11797	6/2/2011	0	0				https://twitter.com/11797/status/76448995983114240	1	0	1	
2.03902E+17	SaulMakeEmDrool	"We getting smacked tonight! Come fuck wit me nd my bros nd everybody else, this is the Official Officially CANCER FREE!!"	5/19/2012	0	0				https://twitter.com/SaulMakeEmDrool/status/203901536584212481	1	0	1	
4.70653E+17	YASSITSNALLELY	@LRuzsa Hey! Can you please tweet #PleasePrayForEden to help a little girl named Eden who has cancer meet her idol Justin Bieber?	5/25/2014	0	0	@LRuzsa	#PleasePrayForEden		https://twitter.com/YASSITSNALLELY/status/470652607350841345	1	0	1	
8.2916E+16	madaboutmaddy	just watched a video about skin cancer and really freaked out inside...i have a pretty bad sunburn right now. #shit	6/20/2011	0	0		#shit		https://twitter.com/madaboutmaddy/status/82916020502802432	1	0	1	
4.89423E+17	irapthor	"@ESPN_Colin Thank you for telling Clay Treska's story, the Marine who survived terminal cancer . #inspiring #NeverGiveUp"	7/16/2014	0	0	@ESPN_Colin	#inspiring #NeverGiveUp		https://twitter.com/irapthor/status/489423151986520065	1	0	1	
3.45195E+17	cancerous_dawn	Time to take time for myself and maybe go to the beach when it gets nice out	6/13/2013	0	0				https://twitter.com/cancerous_dawn/status/345195498564628482	0	1	-1	Handle has Cancer
3.90707E+17	LaurenWilson8	@M0MMasboiibru haha and that was a happy face. Do I need to start sending you pictures of lip cancer again?	10/17/2013	0	1	@M0MMasboiibru			https://twitter.com/LaurenWilson8/status/390706619824476161	1	0	1	
3.91696E+17	_SAMBLVCK	LLS Society Walk tonight on DC! Let's cure Cancer !! pic.twitter.com/KsLN7p5bn3	10/19/2013	0	0				https://twitter.com/_SAMBLVCK/status/391696019655639040	1	0	1	
4.35135E+17	HaleyWest15	"I remember during the Disney games one year Ashley Tisdale gave this sob story about being short. Not about having cancer , about being short"	2/16/2014	0	1				https://twitter.com/HaleyWest15/status/435134844582916097	1	0	1	
3.90039E+17	Dear_DiamondsD	"@CancerFollowers: #Cancer don't fear love, they fear falling in love with the wrong person."	10/15/2013	0	0	@CancerFollowers	#Cancer		https://twitter.com/Dear_DiamondsD/status/390039056232759296	0	1	-1	Horoscope
4.29393E+17	addicted2youth	“ @XSTROLOGY : The soft side of #Cancer 's is sweet and beautiful. The hard side of #Cancer 's is a f'ing jerk.” sound about right	1/31/2014	0	0	@XSTROLOGY	#Cancer #Cancer		https://twitter.com/addicted2youth/status/429392779555647488	0	1	-1	Horoscope
2.67784E+17	lil_denise424	@seiricorral haha im a true #cancer haha	11/11/2012	0	0	@seiricorral	#cancer		https://twitter.com/lil_denise424/status/267784057256017921	0	1	-1	Horoscope
5.12951E+17	jacoballan18	It's breast cancer day boys so be aware of a breast!	9/19/2014	0	4				https://twitter.com/jacoballan18/status/512951367661793280	1	0	1	
1.37577E+17	_heartbreakTAT	"RT “ @XSTROLOGY : #Cancer can be quiet and very caring, but when you get them mad you won't even recognize them.”"	11/18/2011	0	0	@XSTROLOGY	#Cancer		https://twitter.com/_heartbreakTAT/status/137576682537226242	0	1	-1	Horoscope
2.90286E+15	75225	Park Cities Going Green For Mom Fighting Cancer http://bit.ly/duCOAQ via http://outside.in/75225	11/11/2010	0	0				https://twitter.com/75225/status/2902862824734720	1	0	1	
2.59747E+17	MyChicagoASS	“ @CancerAreUs : The single Cancer works better because they can devote themselves into their job & focus more.”	10/20/2012	0	0	@CancerAreUs			https://twitter.com/MyChicagoASS/status/259746782173618176	0	1	-1	Horoscope
1.29635E+17	officialteamsy	@KhloeKardashian check on my sons blog he is 9 and battling a rare childhood cancer Sy-story.blogspot.com	10/27/2011	1	0	@KhloeKardashian			https://twitter.com/officialteamsy/status/129634871491575808	1	0	1	
7.33837E+16	JobsDirectUSA	"#prjobs Public Relations Specialist - Cancer Treatment Centers of America - Goodyear, AZ http://bit.ly/f1VFk2"	5/25/2011	0	0		#prjobs		https://twitter.com/JobsDirectUSA/status/73383707360243712	0	1	-1	Job Offering
3.87017E+17	iPersevere2	"Got my bracelet at work, and ordered my Breast Cancer Awareness debit card. #SuppprtTheCause"	10/6/2013	0	0		#SuppprtTheCause		https://twitter.com/iPersevere2/status/387016534079442945	1	0	1	
5.25824E+17	annnnzz	The stand up to cancer moment was actually really amazing. #fuckcancer	10/24/2014	1	2		#fuckcancer		https://twitter.com/annnnzz/status/525823806636843008	1	0	1	
13050983886	SherryPayne	Fight cancer by participating in Relay For Life. Visit http://www.cancer.org to find your local relay information at http://www.cancer.org	4/29/2010	0	0				https://twitter.com/SherryPayne/status/13050983886	1	0	1	
2.23184E+17	DarlaKaye71	@sethanikeem My cousin has kidney & spinal cancer . The chemo he takes is in pill form & doesn't make him sick. Maybe Ryan can check into it.	7/11/2012	0	0	@sethanikeem			https://twitter.com/DarlaKaye71/status/223183713926774786	1	0	1	
2.62058E+17	bizmarkers_	Cancerous .	10/27/2012	0	0				https://twitter.com/bizmarkers_/status/262057907896594432	1	0	1	
3.16337E+17	gurlytwinz	Please retweet to show your support that my 10 year old cousin is now CANCER FREE!	3/25/2013	0	0				https://twitter.com/gurlytwinz/status/316336784457998336	1	0	1	
2.5964E+17	bellanutbutters	"It's unbelievable at times, how your life can turn upside down. A #nolahipmama has been diagnosed with cancer . She has a 1.5yr old. We're"	10/20/2012	0	0		#nolahipmama		https://twitter.com/bellanutbutters/status/259639810778595329	1	0	1	
4.32951E+17	ShelbyRobb	Cancer has taken way too many lives of people that mean a lot to me #fcancer	2/10/2014	1	12		#fcancer		https://twitter.com/ShelbyRobb/status/432950720040415232	1	0	1	
18682975297	78227	Cancer survivors savor special summer camp http://bit.ly/c9flOS via http://outside.in/78227	7/16/2010	0	0				https://twitter.com/78227/status/18682975297	1	0	1	
4.43059E+17	Cam_Mackenzi	"fighting cancer this morning with my amazing mom, keep her in your prayers as we start chemo pic.twitter.com/HELJV54Rvk"	3/10/2014	0	40				https://twitter.com/Cam_Mackenzi/status/443058550986661888	1	0	1	
5.14777E+17	uscaspecialist	@EON_Health Very insightful when one considers the impact of cancer treatment when posed with side effects and survival rate % impact choice	9/24/2014	0	0	@EON_Health			https://twitter.com/uscaspecialist/status/514776619618410496	1	0	1	
3.37208E+17	B_Kapri	“ @XSTROLOGY : #Cancer loves love.”	5/22/2013	0	0	@XSTROLOGY	#Cancer		https://twitter.com/B_Kapri/status/337208093685452800	0	1	-1	Horoscope
2.93578E+17	machinegunlacey	She's mad because he lied about his name and picture but yet she lied about being transgender and having cancer ..	1/21/2013	4	2				https://twitter.com/machinegunlacey/status/293578287022743552	1	0	1	
3.57972E+17	fimratchet	@BigCat_412 I had a dream I got cancer and they told me I was gonna loose my arms and legs ...	7/18/2013	0	0	@BigCat_412			https://twitter.com/fimratchet/status/357971956819177472	1	0	1	
1.52768E+17	OrangeGoKoolaid	ughhhhh where does cancer come from and why does it affect the ones I love?????	12/30/2011	0	0				https://twitter.com/OrangeGoKoolaid/status/152768290425548800	1	0	1	
5.279E+17	destinydrizzy	Today my bestfriend lost her Tia to breast cancer . I'm so sorry love and just know I'm here for you and always will be. I love you	10/30/2014	0	1				https://twitter.com/destinydrizzy/status/527900058759348224	1	0	1	
1.5547E+16	yelirekim	Broad accusations and issue polarization are cancer . Stop it.	12/16/2010	0	0				https://twitter.com/yelirekim/status/15546984945418242	0	1	-1	Offensive Term
4.51745E+17	christeran212	Another day watching people kicking cancer in the Butt.	4/3/2014	0	0				https://twitter.com/christeran212/status/451745044811108352	1	0	1	
4.09369E+17	_melibabyxo	 @XSTROLOGY : #Cancer 's are devoted partners.  yes I am.	12/7/2013	0	0	@XSTROLOGY	#Cancer		https://twitter.com/_melibabyxo/status/409368588534157312	0	1	-1	Horoscope
4.87051E+17	whatwereuborn4	#lancearmstrong . I would give up both of my nuts not to have cancer . At one time u were my hero. #cancersucks pic.twitter.com/es0cMBiuK5	7/9/2014	0	0		#lancearmstrong #cancersucks		https://twitter.com/whatwereuborn4/status/487050759523930112	1	0	1	
3.72448E+17	LSMiThMaNe	I'll have 2 die wit prostate cancer	8/27/2013	0	0				https://twitter.com/LSMiThMaNe/status/372447917279162368	1	0	1	
3.53245E+17	ClASSY_NAEE	"I tell my Pops Bout smoking Cigarettes -_- , he just Wont Listen . Them Cancer Sticks !"	7/5/2013	0	0				https://twitter.com/ClASSY_NAEE/status/353245013313994752	1	0	1	
4.25285E+17	tstreet	@AConundrumMovie has raised $1506 to #fight #cancer from our #horror merch so far. See all at http://www. quiteaconundrum.com/swag pic.twitter.com/ilylLDBJK9	1/20/2014	1	2	@AConundrumMovie	#fight #cancer #horror		https://twitter.com/tstreet/status/425284827957321728	1	0	1	
4.88443E+17	TFH721	@Feesh35 thanks. It's just surprising. I thought she would have had more time. But cancer is unknown. I'm glad she didn't suffer.	7/13/2014	0	1	@Feesh35			https://twitter.com/TFH721/status/488442780507586561	1	0	1	
2.45195E+17	kpassarelli	Perfect weather in NYC. Now If only I wasnt developing lung cancer from all the smokers that surround Baruch	9/10/2012	0	0				https://twitter.com/kpassarelli/status/245194968044556288	1	0	1	
4.003E+17	charitykweston	I've been trying to protect myself from skin cancer but i cant handle being this pale anymore. I see a visit to tan in my near future.	11/12/2013	0	0				https://twitter.com/charitykweston/status/400300332724789248	1	0	1	
